date,tweets,tweet_clean
2022-04-09,"@AlifYW2 Waduh berarti ngga semua mahasiswa dong yah besok . Wkwkwkwkwkwkwkw kadrun keparat pusing . Sundul gan, biar kadrun pusing 

#SayaBersamaJokowi 
#SayaBersamaJokowi 
#SayaBersamaJokowi 
#SayaBersamaJokowi 
#SayaBersamaJokowi",ngga mahasiswa yah besok wkwkwkwkwkwkwkw keparat pusing sundul gan biar pusing sayabersamajokowi sayabersamajokowi sayabersamajokowi sayabersamajokowi sayabersamajokowi
2022-04-09,"Di Indonesia di tiap masjid nyediain takjil, idenya mereka kan buat nyediain makan buka puasa bagi mahasiswa, Di Indonesia tiap masid udah nyediain, kalo lu mau solat magrib di masjid pas Ramadan, pasti dapet makanan kok, udah sejak dulu banget kayak gini mah di Indonesia 😌 https://t.co/8Lw5QkfWT4",indonesia masjid nyediain takjil ide nyediain makan buka puasa mahasiswa indonesia masid ssudah nyediain lu solat magrib masjid pas ramadan makan ssudah kayak gin mah indonesia
2022-04-09,"@Bima89009178 @ShortTxmpered @jokowi @DPR_RI Bener,
Anak buahnya bernarasi 3period adlh bentuk demokrasi,
Mahasiswa men-Demo kebijakan jg adlh bentuk demokrasi,

Tapi men-Demo Pemimpin yg sudah bersumpah Taat Konstitusi Tolak 3Period itu adlh bentuk ?? Apa ??
Taat konstitusi kok di Demo ??",anak buah narasi period adlh bentuk demokrasi mahasiswa men demo bijak adlh bentuk demokrasi men demo pimpin sumpah taat konstitusi tolak period adlh bentuk taat konstitusi demo
2022-04-09,"Menteri BUMN Erick Thohir,hadir di UNIPDU Jombang, 8/4/2022  Membuka acara Festiv Banjari Erick Thohir tngkt SMA sederajat se-JaTim.
Teriakan para mahasiswa &amp; santri,  "" Erick Thohir Presiden"" menggema di Islamic Center Univ. Pesantren Tinggi Darul Ulum
#ErickThohirSolusiRakyat https://t.co/VX20v7l7FU",menteri bumn erick thohir hadir unipdu jombang buka acara festiv banjar erick thohir tngkt sma derajat jatim ria mahasiswa amp santri erick thohir presiden gema islamic center univ pesantren tinggi darul ulum erickthohirsolusirakyat
2022-04-09,"Kami titip adik-adik mahasiswa, mereka adalah generasi penerus bangsa.
@mohmahfudmd  @prabowo @YasonnaL  @ListyoSigitP  @Poldametrojaya_  @DivHumas_Polri  @korbrimob  @TMCPoldaMetro https://t.co/6oTz6lo2i0",titip adik adik mahasiswa generasi terus bangsa
2022-04-09,"Waspada aksi demo BEM SI disusupi oleh ormas terlarang sehingga bisa memicu terjadinya kekacauan.

Bahaya dibelakang aksi demo mahasiswa BEM SI adalah para ormas terlarang HTI-FPI yang ingin memecah belah bangsa Indonesia.

#SayaBersamaJokowi
#ShameOnYouMahasewa https://t.co/5hTk4UvOIf",waspada aksi demo bem si susup ormas larang picu kacau bahaya belakang aksi demo mahasiswa bem si ormas larang hti fpi pecah belah bangsa indonesia sayabersamajokowi shameonyoumahasewa
2022-04-09,"Awas propaganda dibalik rencana aksi mahasiswa BEM SI karena dibelakang aksi mereka adalah para ormas terlarang yang ingin melakukan tindakan makar.

Mahasiswa jangan mau dijadikan alat politik oleh para bohir yang haus akan kekuasaan.

#SayaBersamaJokowi
#ShameOnYouMahasewa https://t.co/ZUPavxHf30",awas propaganda balik rencana aksi mahasiswa bem si belakang aksi ormas larang tindak makar mahasiswa jadi alat politik bohir haus kuasa sayabersamajokowi shameonyoumahasewa
2022-04-09,"Ada Mahasiswa demo dibayar Rp150 ribu

Negara keluarkan milyaran Rupiah untuk pengamanan demo

Sadar ga dengan kalian demo, kalian telah merugikan negara?

#ShameOnYouMahasewa https://t.co/JEQFHSfRgH",mahasiswa demo bayar rp ribu netidakra keluar milyaran rupiah pentidakmanan demo sadar dentidakn demo rugi netidakra shameonyoumahasewa
2022-04-09,@NewsRegalia @ismailfahmi Kapan mahasiswa nurunin Gus Dur.. Soeharto klo ga di turunkan situ ga mungkin bs punya motor/mobil dgn mudah..kecuali situ kacung nya,mahasiswa nurunin gus dur soeharto turun situ bs motor mobil mudah kecuali situ kacung
2022-04-09,"@Midjan_La_2 Mahasiswa kok goblok,.gara"" 100rb mau aja di goblokin..🤦🤦🤦",mahasiswa goblok gara ribu goblokin
2022-04-09,"@YulieReborn Ayok mahasiswa bangkit ✊
#MahasiswaBergerak 
#MahasiswaBergerak",ayok mahasiswa bangkit mahasiswa gerak mahasiswa gerak
2022-04-09,@yaniarsim Kalian luar biasa tumpuan dan harapan ada di pundak ada go! Mahasiswa,tumpu harap pundak go mahasiswa
2022-04-09,"Saya titip bangsa ini kepada kolega mahasiswa sekalian pada 11 April nanti

Kami siap untuk membantai cebong baik daring maupun luring",titip bangsa kolega mahasiswa april bantai cebong daring luring
2022-04-09,@BungkusTukang La yo mahasiswa yo ojo dungu dungu opo dosennya pak roni yo,la yo mahasiswa yo ojo dungu dungu opo dosen roni yo
2022-04-09,"Cerdas ... 👍👍👍
Mahasiswa UKI mendukung pemerintah dan menyatakan sikap tdk akan ikut aksi demo 11 April ...
#SayaBersamaJokowi https://t.co/4pqUBNQCCv",cerdas mahasiswa uki dukung perintah sikap tdk aksi demo april sayabersamajokowi
2022-04-09,"Smga sih jam 8 tu mahasiswa"" so pg, supaya tsomo pi mndi😭",smga jam tu mahasiswa so pg tsomo pi mndi
2022-04-09,@abdrossid Gustii..rupa² wae ieu Mahasiswa. Teu boga pendirian.. ker ngabela Rakyat 🤦‍♂️.,gusti rupa wae ieu mahasiswa teu boga diri ker ngabela rakyat
2022-04-09,@ChusnulCh__ @Yani03495310 Iya..!!!..Jadilah Mahasiswa Yg Cerdas...Kalian Punya intelektual  yg tinggi..Jangan Nodai Intelektual kalian dengan hal hal bodoh.....,iya mahasiswa cerdas intelektual tinggi noda intelektual bodoh
2022-04-09,bpk luh*ut tu kl bangun pagi stres gasih punya kerjaan banyak?? ak pekerjaan mahasiswa doang tiap bangun pagi mengumpat dulu,bpk luh ut tu kl bangun pagi stres gasih kerja ak kerja mahasiswa doang bangun pagi umpat
2022-04-09,"@CNNIndonesia Semoga dilancarkan, jgn sampe ada kekerasan2. Perwakilan rakyat Indonesia kalau bkn mahasiswa siapa lagi",moga lancar jgn keras wakil rakyat indonesia bkn mahasiswa
2022-04-09,"YLBHI, LBH, KontraS Buka Posko Bantuan Hukum Andai Mahasiswa Alami Kekerasan Saat Demo Besok https://t.co/Tt4fUEngvA lewat @Onlineindo News",ylbhi lbh kontras buka posko bantu hukum andai mahasiswa alami keras demo besok news
2022-04-09,Saya sebagai emak2 bangga dengan pergerakan mahasiswa...Allahumma yassir wala tu'assir...semangat pejuangku...#MahasiswaBergerak,emak bangga gera mahasiswa allahumma yassir wala tu assir semangat juang mahasiswa gerak
2022-04-10,"Bagaimanapun, kami Mahasiswa akan tetap mahasiswa. Tidak menjadi Mahasewa seperti kalian yang disewa untuk mempermainkan hukum, menindas rakyat, dan yang paling kurang kerjaan meretas akun.

Setelah postingan IG Pres Kahar, muncul Postingan Wapres kalau aksi tetap lanjut

🔥🔥🔥",mahasiswa mahasiswa mahasewa sewa main hukum tindas rakyat kerja retas akun postingan ig pres kahar muncul postingan wapres aksi
2022-04-10,@Helmi_Felis Mahasiswa apa Mahasewa ???,mahasiswa mahasewa
2022-04-10,"Contact Person
Ega: 081542546887
Haris: 081938635081

Media Partner:
@lpmtransferin
#mediapartnerlpmtransferin

Kementrian Badan Usaha Milik Mahasiswa
BEM RDM FH UB 2022",contact person ega haris media partner mediapartnerlpmtransferin tri badan usaha milik mahasiswa bem rdm fh ub
2022-04-10,[Kementrian Badan Usaha Milik Mahasiswa BEM FH UB prouldy presents Digital Business Coaching Clinic],tri badan usaha milik mahasiswa bem fh ub prouldy presents digital business coaching clinic
2022-04-10,"@arapeaceluv Bem pasti si, tpi bisa juga klo mahasiswa yg lain mau ikut",bem si tpi mahasiswa
2022-04-10,"Ramadhan Stop Provokasi - “Kami harap demonstrasi mahasiswa selalu memperhatikan prokes dan ketertiban. Mau aksi sebesar apa pun, ya silakan saja, tidak mungkin dilarang-dilarang. Ini negara demokrasi,” katanya, Selasa 5 April 2022.",ramadhan stop provokasi harap demonstrasi mahasiswa perhati prokes tertib aksi sila larang larang negara demokrasi selasa april
2022-04-10,"Tuntut Stabilkan Harga BBM dan Tolak Perpanjangan Masa Jabatan Presiden, Mahasiswa Blokade Pantura! https://t.co/V0jkxGslx4 https://t.co/HblO56ZjfS",tuntut stabil harga bbm tolak panjang jabat presiden mahasiswa blokade pantura
2022-04-10,"Demo 11 April 2022, Menkopolhukam Mahfud MD Ingatkan Aparat Jangan Ada Kekerasan Saat Mengawal Aksi Unjuk Rasa Mahasiswa: Aparat kepolisian diminta untuk tidak boleh melakukan kekerasan saat menjaga dan mengawal aksi… https://t.co/WT3brVRWgA #News #Polisi #MenkopolhukamMahfudMD",demo april menkopolhukam mahfud md ingat aparat keras awal aksi unjuk mahasiswa aparat polisi keras jaga awal aksi news polisi menkopolhukammahfudmd
2022-04-10,@Ronnie_Rusli iyaa makanya saya gag bnyk harapannya sm mahasiswa skrng.pd kecil nyalinya.generasi manja mungkin yaaa...,iyaa gag bnyk harap mahasiswa skrng pd nyali generasi manja yaaa
2022-04-10,@Dandhy_Laksono Kalo sama yg bbrp hari ini besar mana bang? Semoga pemerintah mendengar suara mahasiswa.,bbrp bang moga perintah dengar suara mahasiswa
2022-04-10,"@Deje_Vendra Jika adik2 Mahasiswa tidak memiliki rencana demo, Maka
~Somasi &amp; tempuh langkah Hukum bagi penyebar &amp; provakor2 yg sangat jelas Rekam Jejak nya.
Jangan sia2 kan energi bangsa utk merusak masa depan negara.

#SaveNKRI 🇮🇩 🇮🇩 🇮🇩",adik mahasiswa milik rencana demo somasi amp tempuh langkah hukum sebar amp provakor rekam jejak sia energi bangsa rusak negara savenkri
2022-04-10,Gabungan kelompok Mahasiswa ormas dan serikat buruh sepakat menolak aksi 11 April 2002 #SayaBersamaJokowi #KitabersamaJokowi https://t.co/qspO5MirxZ,gabung kelompok mahasiswa ormas serikat buruh sepakat tolak aksi april sayabersamajokowi kitabersamajokowi
2022-04-10,"Demo 11 April, YLBHI Ingatkan Aparat jangan Buat Skenario Chaos

Warning! Buat adek2 mahasiswa.
https://t.co/nHGzsSIX3s",demo april ylbhi ingat aparat skenario chaos warning adik mahasiswa
2022-04-10,@Jokitugsfess Hii nder sini aku bantu kebetulan aku mahasiswa sosiologi nih baru aja lulus. Yuk dm jangan malu dan sungkan yaaa,hii bantu mahasiswa sosiologi nih lulus yuk dm malu sungkan yaaa
2022-04-10,"@maspiyuaja Mantap Pak ! Tunjukkan bahwa walau sdh purna tapi masih mampu, agar adek2 mahasiswa termotifasi !💪💪💪💪💪💪👍👍👍👍👍👍👍👍👍",mantap tunjuk sdh purna adik mahasiswa termotifasi
2022-04-10,"Aliansi Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) berencana menggelar aksi unjuk rasa pada Senin (11/4) mendatang. Jelang hari H aksi, beberapa ponsel milik anggota BEM SI diretas. #TopNews https://t.co/t3V0SHmH1g https://t.co/u4KxEM0FAI",aliansi badan eksekutif mahasiswa indonesia bem si rencana gelar aksi unjuk senin ukxemfai
2022-04-10,@nnlchd Mana ada tangan tangan seorang mahasiswa kayak gini 🤣🤣🤣,tangan tangan mahasiswa kayak gin
2022-04-10,"@C4kDeep_ @Singa_Nala @IMCMushroom @Mia_Kyushu @difa_4j4 @BryanDeui123 @Adventu03054567 @ms903cte @ShavinAnna @EndangNingtiyas @richi_risma @N0vemberCeria @TaherBayu @oejee2lagi @cakraBuana74 @Dharmas56190807 @Mukidioon2 @Gank_Of_Petojo @A1ki4_ku5 Kita dukung adek"" mahasiswa bergerak serempak mewakili menyuarakan suara rakyat yg sudah mampet saluran perwakilanya  ✊

#MahasiswaBergerak 
#MahasiswaBergerak",dukung adik mahasiswa gerak serempak wakil suara suara rakyat mampet salur perwakilanya mahasiswa gerak mahasiswa gerak
2022-04-10,@Dennysiregar7 Mahasiswa abadi ya,mahasiswa abadi
2022-04-10,"@OposisiCerdas ya pasti dihalangilah, tinggal mahasiswa mau pakai otak atau dengkul ke jakarta,yang penting jangan rusuh karena yang rusak ntar dibenerin pake duit rakyat bukan duit jokowi",halang tinggal mahasiswa pakai otak dengkul jakarta rusuh rusak ntar dibenerin pakai uang rakyat uang jokowi
2022-04-10,"Ga usah memfitnah dengan mengatakan mahasiswa ditunggangi
Mereka itu cerdas &amp; punya otak

Yang ga punya otak itu yg suka ngomong sembarangan &amp; apatis
Yang cuma bisa memuja tapi buta dengan keadaan sekitarnya

 #MahasiswaBergerak",fitnah dentidakn mentidaktakan mahasiswa ditungtidakngi cerdas amp otak otak suka ngomong sembarantidakn amp apatis puja buta dentidakn mahasiswa gerak
2022-04-10,"Demonstrasi merupakan hak politik yakni hak berpendapat yang dijamin Konstitusi dan dilindungi UU.

Jenderal Andika mengatakan aparat keamanan tidak represif dalam menghadapi aksi mahasiswa, pasukan TNI sudah di-BKO ke Polda dan Polres untuk antisipasi aksi. https://t.co/E3ojky2ozM",demonstrasi hak politik hak dapat jamin konstitusi lindung uu jenderal andika aparat aman represif hadap aksi mahasiswa pasu tni bko polda polres antisipasi aksi
2022-04-10,"Jokowi Didemo Mahasiswa, Adian Teriak: Kemana Menteri dan Ketua Partai yang Melempar wacana Perpanjangan Masa Jabatan Presiden https://t.co/xesRNcHF7S",jokowi demo mahasiswa adi teriak mana menteri ketua partai lempar wacana panjang jabat presiden
2022-04-10,"@dany_farm @nnlchd Dah uzur ga pa2, tp ga jg hrs nyamar jadi mahasiswa......!!!
Penampilan apa adanya lebih terpuji krn peduli senasib sepejuangan.",dah uzur pa hrs nyamar mahasiswa tampil puji peduli nasib sepejuantidakn
2022-04-10,"@RickyKardjono Mahasiswa Univ, Skull Tinggi mana itu?  Sy rekomen SDM gak undang wawancara calon naker;",mahasiswa univ skull tinggi sy rekomen sdm undang wawancara calon naker
2022-04-10,"@Sherly_N4liev07 Dan saya heran kenapa masih aja ada yg bilang kalo demo mahasiswa sekarang itu ""dibayar"" 🥲",heran bilang demo mahasiswa bayar
2022-04-10,"@Dennysiregar7 Udah Buta hati, ternyata buta mata juga, Piceek....Emang kagak bisa baca Spanduk2 yg dibawa Mahasiswa pendemo...??? 
Ntar ganti rezim , langaung copot tuh ring jantung..🤭🤭🤭",buta hati buta piceek kagak baca spanduk bawa mahasiswa demo ntar ganti rezim langaung copot tuh ring jantung
2022-04-10,"Berarti ini bagian penegak hukum yg harus bertindak. Dan mahasiswa harus dukung aspirasinya gak ditumpangi penumpang gelap.
 #AspirasiTanpaProvokasi https://t.co/syIFVpEmdx",penetidak hukum tindak mahasiswa dukung aspirasi tumpang tumpang gelap aspirasitanpaprovokasi
2022-04-10,@kompascom Demo mahasiswa pesanan dr Politikus kotor.,demo mahasiswa pesan dr politikus kotor
2022-04-10,"Pemerintah sudah jawab tuntutan mahasiswa watimpres Wiranto : itu tidak mungkin terjadi untuk apa demo
Ramadhan Stop Provokasi https://t.co/MlIVIL7wDO",perintah tuntut mahasiswa watimpres wiranto demo ramadhan stop provokasi
2022-04-10,"""diduga"" si M yg menyebarkan, krn saat dilokasi penyidik meminta nomor M dan melakukan introgasi. M merupakan inisial asli, mahasiswa bidik misi juga mengikuti program kampus merdeka",duga si sebar lokasi sidik nomor introgasi inisial asli mahasiswa bidik misi ikut program kampus merdeka
2022-04-10,@mata_indigo Persis Kya gini staten teman yg katany mahasiswa reformasi.,persis kya gin staten teman katany mahasiswa reformasi
2022-04-10,"Jokowi sudah secara jelas dan tegas tolak perpanjangan masa jabatan presiden aksi mahasiswa tidak murni aspirasi rakyat melainkan hanya kepentingan politik
Ramadhan Stop Provokasi https://t.co/vvSokg7HYE",jokowi tolak panjang jabat presiden aksi mahasiswa murni aspirasi rakyat penting politik ramadhan stop provokasi
2022-04-10,"Pernah Kritik Presiden Lalu Dijemput Polisi, Ruslan Buton Akan Turun Aksi Bersama Mahasiswa Tolak Jokowi Tiga Periode https://t.co/lQiizCZrjA",kritik presiden jemput polisi ruslan buton turun aksi mahasiswa tolak jokowi periode
2022-04-10,@Jokitugsfess bisa banget kak start 3k/soal pilgan. kebetulan aku mahasiswa sastra Indonesia tingkat akhir udah sering real-time dari jenjang SMP-kuliah. Langsung chat https://t.co/YGcYv5iuyc testi ada di bio ya kak,kak start kygcyviuyc testi bio kak
2022-04-10,@tujuhyoga @__Bungs Mahasiswa pungutan nih😂,mahasiswa pungut nih
2022-04-10,Ketika beberapa mahasiswa mau saja dibodohi https://t.co/DOUXtPCzGm,mahasiswa bodoh
2022-04-10,"@Majidlaskar3 Betul, mereka hanyalah para Politikus busuk yang haus kekuasaan dan Koruptor, serta yang berkedok agama. Mereka hanya ingin menunggangi dan memanfaatkan Aksi Demo Mahasiswa",politikus busuk haus kuasa koruptor kedok agama tunggang manfaat aksi demo mahasiswa
2022-04-10,"mahasiswa tidak mendukung #SayaBersamaJokowi
#KitaBersamaJokowi https://t.co/fbauBKV7mJ",mahasiswa dukung sayabersamajokowi kitabersamajokowi
2022-04-10,Demo Tolak Presiden Tiga Periode Jusuf Rizal Mahasiswa Salah Sasaran https://t.co/Fvky5Dhdfq,demo tolak presiden periode jusuf rizal mahasiswa salah sasar
2022-04-10,"MUI soal Demo Mahasiswa 11 April: Jangan Halangi, Itu Demokrasi https://t.co/1KhU5LSDwS",mui demo mahasiswa april halang demokrasi
2022-04-10,"Soal demo mahasiswa 11 April lebih baik kita bicara di ruangan
Ramadhan Stop Provokasi https://t.co/uoLfAbHSk1",demo mahasiswa april bicara ruang ramadhan stop provokasi
2022-04-10,"😂😂😂😂KITA  ULTIMATUM  .MEREKA  KELUAR  DARI SARANG. DAN TERBUKTI  BUKAN  .NAH  KITA  AKAN  LIHAT  LG NIH  KATANYA  MEREKA  AKAN  TURUN AKSI  TANDINGAN  DI TANGGAL YG SAMA  ATAS IZIN  SIAPA  ?
JELAS BUKAN !!

HIDUP  MAHASISWA  
HIDUP  RAKYAT INDONESIA https://t.co/iJVRYZvsLL",kita ultimatum sarang bukti lg nih turun aksi tanding tanggal izin hidup mahasiswa hidup rakyat indonesia
2022-04-10,"Istana Tanggapi Rencana Demo Besar Mahasiswa Tolak Perpanjangan Masa Jabatan Presiden
Ramadhan Stop Provokasi
https://t.co/spxxhVlmK9",istana tanggap rencana demo mahasiswa tolak panjang jabat presiden ramadhan stop provokasi
2022-04-10,"Mahasiswa Unsoed penerimaan lewat jalur got..
Memalukan, gak paham tatacara amandemen UUD 45 thir..kenthir..
😀 https://t.co/cND6P2kEED",mahasiswa unsoed terima jalur got malu paham tatacara amandemen uud thir kenthir
2022-04-10,"Mahasiswa yang tergabung dalam aliansi Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) akan menggelar unjuk rasa besar-besaran di depan Istana Negara, Jakarta, Senin 11 April 2022 besok.

Streaming: https://t.co/EN7FkCklP5 https://t.co/JaKNK9YF6b",mahasiswa gabung aliansi badan eksekutif mahasiswa indonesia bem si gelar unjuk besar istana negara jakarta senin april besok streaming
2022-04-10,"@ingothutabarat @SupratmanAndang @kangdede78 Nuduh mahasiswa kadrun, 🤔🤔 krn yg ngomong cebong yg baru keluar dari tempurung.",nuduh mahasiswa ngomong cebong tempurung
2022-04-10,"Bapak tidak sendiri kami rakyat bersama bapak itu yg demo bukan mahasiswa tapi mahasewa Diman isinya produk gagal semua
#BEMSI_Kadrun #SayaPercayaJokowi #SayaBersamaJokowiMantab #SayaBersamaJokowi 
#MahasewaMusuhRakyat https://t.co/lz3ak0a7Mf",rakyat demo mahasiswa mahasewa dim isi produk gagal bemsi sayapercayajokowi sayabersamajokowimantab sayabersamajokowi mahasewamusuhrakyat
2022-04-10,"Saya dan Pak @jokowi bersama seluruh Kru Penyelamat 911, Kru Film Hollywood, Bollywood, Azab Indonesia, termasuk para pembuat keruh @PANDHITADHYASA1, @MoelyonovDjalil, @AnakLolina2, @_ngedotcom mengucapkan selamat berpuasa dan sehat selalu bagi seluruh Mahasiswa Indonesia. https://t.co/UpK8Vb20hS",kru selamat kru film hollywood bollywood azab indonesia buat keruh selamat puasa sehat mahasiswa indonesia
2022-04-10,"Sehat selalu bapak, saya yakin adik2 mahasiswa ingin menyampaikan gagasannya yg terbaik untuk Indonesia #SayaBersamaJokowi",sehat adik mahasiswa gagas baik indonesia sayabersamajokowi
2022-04-10,Gak boleh kasih tempat buat provokasi atas dasar hoaks. Mahasiswa harusnya lawan itu. #AspirasiTanpaProvokasi https://t.co/Ua7oYGT6cz,provokasi dasar hoaks mahasiswa lawan aspirasitanpaprovokasi
2022-04-10,ada untungnya juga udah ga jadi mahasiswa ekekek,untung jutidak mahasiswa ekekek
2022-04-10,"@Matahari_1912 @uusbustami @sQvYgLUNf4m1nor @RadarKorupsi @paidjo2018 @ORakyat4 @JacksQuevara @Alismar89937714 @panglima_z @desita5769 @alamanda_maroon @Patiunus14 @amira_suud @bewoking @lupa_janji @DeeJee_007 @parewalagi @BungHaris3 @yaminhariyanto @KaiDevil_47 @mueeza02 @beroeangMadoe @Kimberley20101 @rchie_dd @Angga_y10 @FormosaD4 @Minang_cyber @mylovelyb1e @NongNayara @Vanila_MistD @DeweSing @Kemenag_RI @CutSarina5 @Muslim_AntiPKI2 @MUIPusat @rezimbiadap @AiraAfniAmalia @ZoelHayat @ZahrilLabung @PrilHuseno @HaedarNs @Abe_Mukti @RamliRizal @ReflyHZ @PresidenKopi @KRMTRoySuryo2 @rockygerungpart @IrmanputraSidin @Yusrilihza_Mhd @KPU_ID Demo Mahasiswa di Makassar Didukung Emak-emak: Jangan Berhenti Nak, Turunkan Harga Minyak
#RakyatBersamaMahasiswa
https://t.co/QY3whM2Frj",demo mahasiswa makassar dukung emak emak henti nak turun harga minyak rakyatbersamamahasiswa
2022-04-10,"Waspadai Kadrun dan para gerombolan/pecatan yg haus kekuasaan dan memanfaatkan serta memperalat Demo Mahasiswa !!!!
@ChusnulCh__ 
@HmfaqihA 
@_ekokuntadhi 
@Dennysiregar7 
@Leonita_Lestari 
@muannas_alaidid 

#SayaBersamaJokowi 
NKRI HARGA MATI

URAAAA",waspada gerombol pecat haus kuasa manfaat alat demo mahasiswa sayabersamajokowi nkri harga mati uraaaa
2022-04-10,"Bapak tidak sendiri kami rakyat bersama bapak itu yg demo bukan mahasiswa tapi mahasewa Diman isinya produk gagal semua
#BEMSI_Kadrun #SayaPercayaJokowi #SayaBersamaJokowiMantab #SayaBersamaJokowi 
#MahasewaMusuhRakyat https://t.co/BFgP6N0WoH",rakyat demo mahasiswa mahasewa dim isi produk gagal bemsi sayapercayajokowi sayabersamajokowimantab sayabersamajokowi mahasewamusuhrakyat
2022-04-10,"Yang menuntut pak @jokowi mundur hanya penumpang gelap yg haus kekuasaan
Jelang Demo 11 April, 1000 Mahasiswa Siap Turun dan Ancaman Pembubaran oleh Kepolisian
Klik untuk baca: https://t.co/1ZNSJqPv0V",tuntut mundur tumpang gelap haus kuasa jelang demo april mahasiswa turun ancam bubar polisi klik baca
2022-04-10,"Temui LaNyalla, Jenderal Andika Dukung Aparat Tak Represif ke Mahasiswa https://t.co/viUoojqh7g",temu lanyalla jenderal andika dukung aparat represif mahasiswa
2022-04-10,"@collegemenfess ya namanya kerja kan capek, memang jadi susah untuk fokus, cuma, mumpung dapet dosen sebaik itu alangkah baiknya kalau diusahakan semaksimal mungkin untuk memenuhi kewajiban saudara sebagai seorang mahasiswa agar dapat segera lulus dan wisuda",nama capek susah fokus mumpung dosen alangkah baik usaha maksimal penuh wajib saudara mahasiswa lulus wisuda
2022-04-10,"When uti gw nyalahin mahasiswa demo, inget yaa uti cucumu semua mahasiswa sekarang 6anak dan kita semua ikut organisasi. Seenak udel ngatain tolol 😊",when uti gw nyalahin mahasiswa demo inget yaa uti cucu mahasiswa anak organisasi enak udel ngatain tolol
2022-04-10,@dhs71 Kira² tu mahasiswa pada puasa apa ngga ya,kira tu mahasiswa puasa ngga
2022-04-10,@AGoeci @paktua_jenkins @henrysubiakto Sekarang kan yang disuarakan Mahasiswa tentang jangan ada perpanjangan Presiden lebih dari 2 periode biar sesuai konstitusi. Jangan ada penundaan pemilu. Perbaiki atau turunkan harga2 kebutuhan masyarakat. Bukankah itu sesuai dgn yg masyarakat harapkan?,suara mahasiswa panjang presiden periode biar sesuai konstitusi tunda milu baik turun harga butuh masyarakat sesuai masyarakat harap
2022-04-10,@LurahIstana Dukung penuh Mahasiswa bersama Rakyat bagi2 tugas Gruduk istana dan kuasai Stasiun TV.,dukung penuh mahasiswa rakyat tugas gruduk istana kuasa stasiun tv
2022-04-10,"@_ekokuntadhi Emangnya mahasiswa goblok? Walaupun presiden menyatakan menolak dengan pernyataan yg bersayap, tapi gerilya nyata nyata dilakukan terus oleh luhut dkk. Mahasiswa uda ngerti lah siapa yg lebih berkuasa diantara mereka. Kalau emang menolak,nyatakan dengan pernyataan yg tdk bersayap",memang mahasiswa goblok presiden tolak nyata sayap gerilya luhut dkk mahasiswa uda ngerti kuasa tolak nyata nyata tdk sayap
2022-04-10,"Mahasiswa dianggap musuh oleh rezim penguasa dan Buzzerp dianggap ""Penjaga NKRI"" padahal buzzerp lah yang memecah-belah negeri ini dari awal dan memutarbalikkan fakta, data, hoax.",mahasiswa anggap musuh rezim kuasa buzzerp anggap jaga nkri buzzerp pecah belah negeri memutarbalikkan fakta data hoax
2022-04-10,"@mbaH_tugaran Indonesia padamu wahai mahasiswa, generasi penerus bangsa. Silahkan demo, asal mentaati peraturan.",indonesia pada mahasiswa generasi terus bangsa silah demo taat atur
2022-04-10,"@Helmi_Felis Mahasiswa Bergerak
Masyarakat Bergerak
Purnawirawan bergerak
Buruh Bergerak
STM Bergerak
..Lu Mah Tetap Aja BE RAK

#LuMahBerak",mahasiswa gerak masyarakat gerak purnawirawan gerak buruh gerak stm gerak lu mah be rak lumahberak
2022-04-10,Iki mahasiswa kate demo opo podo kenal/eleng koncone? Wingi +- 2 thn lebih kan kuliah tekan omah..,iki mahasiswa kate demo opo podo kenal eleng koncone wing thn kuliah tekan omah
2022-04-10,"Fungsinya belajar tinggi hingga disebut mahasiswa itu apa kalo kepalamu hanya untuk kau jual murah untuk kepentingan orang lain dan nuranimu kau bungkam sendiri untuk bersenang- senang layaknya masturbasi .... 
(Ilmu itu cahaya, bukan angkara)",fungsi ajar tinggi mahasiswa kepala kau jual murah penting nurani kau bungkam senang senang layak masturbasi ilmu cahaya angkara
2022-04-10,Mahasiswa Cerdas ... Calon pemimpni masa depan !! https://t.co/6w7FhUpJfK,mahasiswa cerdas calon pemimpni
2022-04-10,"11 April  kita  tidak  akan  melihat  siapa  yg menang  pada dasar nya kita  hanyalah  melempar  jaring  untuk  ultimatum  Di negeri  demokrasi  Kita  Akan  tunjukan  brapa  bnyak  sisa  buzzer  pendukung  setelah  itu  .
Kita  menuju  kemenangan  .

Hidup mahasiswa 
Hidup rakyat",april menang dasar lempar jaring ultimatum negeri demokrasi tunjuk brapa bnyak sisa buzzer dukung menang hidup mahasiswa hidup rakyat
2022-04-10,"1⃣Istana Tanggapi Rencana Demo Besar Mahasiswa Tolak Perpanjangan Masa Jabatan Presiden
Ramadhan Stop Provokasi
https://t.co/LFQDrcXbd5",istana tanggap rencana demo mahasiswa tolak panjang jabat presiden ramadhan stop provokasi
2022-04-10,“Rungokno Aku” Karya Mahasiswa Universitas Ngudi Waluyo Ungaran Juara di ISee Film Festival https://t.co/WOkUksyXNZ,rungokno karya mahasiswa universitas ngudi waluyo ungar juara isee film festival
